startup_name;date_incorporated
Henssler Food Concepts AG;2020-10-06
Medica GO GmbH;2020-10-06
minimals GmbH;2020-10-06
Sellhelp GmbH;2020-10-06
SourceCloud GmbH;2020-10-06
Stackable GmbH;2020-10-06
Steppix GmbH;2020-10-06
VIPRO GmbH;2020-10-06
Withoutme UG (haftungsbeschränkt);2020-10-06
Caroby UG (haftungsbeschränkt);2020-10-05
chaingr GmbH;2020-10-05
Darkbird GmbH;2020-10-05
Ecaria GmbH;2020-10-05
H2range GmbH;2020-10-05
Heka Genomics UG (haftungsbeschränkt);2020-10-05
INTU SKIN UG (haftungsbeschränkt);2020-10-05
Naturally Pam GmbH;2020-10-05
NOFOMO.TV GmbH;2020-10-05
PAROGO Payroll & HCM GmbH;2020-10-05
Rock my Sleep GmbH;2020-10-05
systolics GmbH;2020-10-05
Creative Copyrights UG (haftungsbeschränkt);2020-10-03
PetLEO GmbH;2020-10-03
uptea GmbH;2020-10-03
appire UG (haftungsbeschränkt);2020-10-02
coconilla UG (haftungsbeschränkt);2020-10-02
esportido AG;2020-10-02
Estack GmbH;2020-10-02
Humby GmbH;2020-10-02
Meaningfully UG (haftungsbeschränkt);2020-10-02
minum GmbH;2020-10-02
Naughty Nuts GmbH;2020-10-02
Supidupi Dating GmbH;2020-10-02
Culturly UG (haftungsbeschränkt);2020-10-01
Curexsys GmbH;2020-10-01
FIBRAWORKS GmbH;2020-10-01
GaZAR UG (haftungsbeschränkt);2020-10-01
hig & chic GmbH;2020-10-01
JUPP GmbH;2020-10-01
Leverest GmbH;2020-10-01
log-log digital GmbH;2020-10-01
Mindful Tech UG (haftungsbeschränkt);2020-10-01
Solarize Energy Solutions GmbH;2020-10-01
TAKE A SHOT GmbH;2020-10-01
Alpha Precision Technologies GmbH;2020-09-30
Booxli GmbH;2020-09-30
edge Rocket Technology GmbH;2020-09-30
Green Pyramid UG (haftungsbeschränkt);2020-09-30
iorbit GmbH;2020-09-30
Naer GmbH;2020-09-30
Baccu GmbH;2020-09-29
Clever Jura GmbH;2020-09-29
cobolution GmbH;2020-09-29
DigiGifts UG (haftungsbeschränkt);2020-09-29
digital-services.team GmbH;2020-09-29
Heartucate UG (haftungsbeschränkt);2020-09-29
Homeworker GmbH;2020-09-29
NextEPA GmbH;2020-09-29
NotTheMainstream GmbH;2020-09-29
Wellbeing Experten GmbH;2020-09-29
ARTWERK GmbH;2020-09-28
COLOR SAFE GmbH;2020-09-28
Duss Tech UG (haftungsbeschränkt);2020-09-28
GetIN UG (haftungsbeschränkt);2020-09-28
Hybrin GmbH;2020-09-28
Lavabelle GmbH;2020-09-28
Online-Vertretungsstunden OVS GmbH;2020-09-28
Product Squad UG (haftungsbeschränkt);2020-09-28
Sharezone UG (haftungsbeschränkt);2020-09-28
SQIN Technologies GmbH;2020-09-28
StudyVent GmbH;2020-09-28
traceless materials GmbH;2020-09-28
Wundermaut UG (haftungsbeschränkt);2020-09-28
Electric Flytrain AG;2020-09-26
mk2 Biotechnologies GmbH;2020-09-26
AyShoo GmbH;2020-09-25
CampusGenius GmbH;2020-09-25
Carealytix Digital Health GmbH;2020-09-25
Gastronaut GmbH;2020-09-25
Hightech Simulations GmbH;2020-09-25
Knowbody UG (haftungsbeschränkt);2020-09-25
ROOCAA UG (haftungsbeschränkt);2020-09-25
4Foxes GmbH;2020-09-24
99sensors GmbH;2020-09-24
Advertace GmbH;2020-09-24
AgreenERA GmbH;2020-09-24
DingsThings UG (haftungsbeschränkt);2020-09-24
fible GmbH;2020-09-24
finvoice GmbH;2020-09-24
Happy Life Solutions UG (haftungsbeschränkt);2020-09-24
JLT Technologies GmbH;2020-09-24
MeinDoc GmbH;2020-09-24
MinaBiotech UG (haftungsbeschränkt);2020-09-24
sendmatec UG (haftungsbeschränkt);2020-09-24
Unobvious Technology UG (haftungsbeschränkt);2020-09-24
Videocounting GmbH;2020-09-24
AlsterLabs UG (haftungsbeschränkt);2020-09-23
Betreut Zuhause GmbH;2020-09-23
EIGENWERK UG (haftungsbeschränkt);2020-09-23
evex.horse GmbH;2020-09-23
FIAMI UG (haftungsbeschränkt);2020-09-23
GreenCharge GmbH;2020-09-23
Ingenios Technologies AG;2020-09-23
Magnid GmbH;2020-09-23
omo Health GmbH;2020-09-23
one.five GmbH;2020-09-23
Orbital Machines Germany GmbH;2020-09-23
Quantum Technologies UG (haftungsbeschränkt);2020-09-23
workflat GmbH;2020-09-23
5am GmbH;2020-09-22
adair GmbH;2020-09-22
Bünger Parksysteme GmbH;2020-09-22
COLLIDE beverages & more GmbH;2020-09-22
Cramble Education UG (haftungsbeschränkt);2020-09-22
DISRUPTORS.ai VD UG (haftungsbeschränkt);2020-09-22
emlen GmbH;2020-09-22
F.A.B. Amino GmbH;2020-09-22
LateBird Deutschland GmbH;2020-09-22
NEAR Technology GmbH;2020-09-22
Schoko Winterscheidt GmbH;2020-09-22
Stadt Land Bus Camping GmbH;2020-09-22
Theo turnt GmbH;2020-09-22
The Why Company GmbH;2020-09-22
VetVise GmbH;2020-09-22
wunderfish GmbH;2020-09-22
Acapela GmbH;2020-09-21
administo GmbH;2020-09-21
Bonnie & Spike GmbH;2020-09-21
CHC Corporate Health Community GmbH;2020-09-21
dixxer GmbH;2020-09-21
Dronaero UG (haftungsbeschränkt);2020-09-21
Earthly GT GmbH;2020-09-21
Flink Lebensmittel GmbH;2020-09-21
Likua UG (haftungsbeschränkt);2020-09-21
valideffect UG (haftungsbeschränkt);2020-09-21
Cleo Impact UG (haftungsbeschränkt);2020-09-19
Avelios Medical GmbH;2020-09-18
Coovy Deutschland UG (haftungsbeschränkt);2020-09-18
GUCO GmbH;2020-09-18
ImMa Solutions GmbH;2020-09-18
Juright GmbH;2020-09-18
Mapmorize UG (haftungsbeschränkt);2020-09-18
PlastInnovations GmbH;2020-09-18
Radioactive Dreams UG (haftungsbeschränkt);2020-09-18
stududu GmbH;2020-09-18
ViTeach GmbH;2020-09-18
Flixorder GmbH;2020-09-17
fubble.de GmbH;2020-09-17
High Sauciety GmbH;2020-09-17
H-IonTec UG (haftungsbeschränkt);2020-09-17
JoinSports GmbH;2020-09-17
MailBuddy UG (haftungsbeschränkt);2020-09-17
Monite GmbH;2020-09-17
PFABO GmbH;2020-09-17
PINECONIC GmbH;2020-09-17
PlantBase GmbH;2020-09-17
Rehorik Rösterei & Feinkost GmbH;2020-09-17
Serotalin GmbH;2020-09-17
Zimaflexx GmbH;2020-09-17
assetbird GmbH;2020-09-16
ConnectedCareMe UG (haftungsbeschränkt);2020-09-16
Doukali GmbH;2020-09-16
Edvanse Technology UG (haftungsbeschränkt);2020-09-16
Hölle Games GmbH;2020-09-16
modelwise GmbH;2020-09-16
Parklane GmbH;2020-09-16
Recovertea UG (haftungsbeschränkt);2020-09-16
SunPlower Propeller GmbH;2020-09-16
tampit GmbH;2020-09-16
Unleash Future Boats GmbH;2020-09-16
Additive Tectonics GmbH;2020-09-15
CdC3 GmbH;2020-09-15
ili Skincare GmbH;2020-09-15
Onboarding Suite GmbH;2020-09-15
Performance Recruiting GmbH;2020-09-15
PLANETICS GmbH;2020-09-15
Shnypsle Games UG (haftungsbeschränkt);2020-09-15
Space sensors GmbH;2020-09-15
The Football Company GmbH;2020-09-15
Vetain GmbH;2020-09-15
A1Chem Innovation GmbH;2020-09-14
acquisar.io GmbH;2020-09-14
Athorio GmbH;2020-09-14
EYECURATE UG (haftungsbeschränkt);2020-09-14
Learnu GmbH;2020-09-14
legal 1st GmbH;2020-09-14
Micromobility services and solutions GmbH;2020-09-14
ROBUST AO GmbH;2020-09-14
Subvodio GmbH;2020-09-14
vegardians GmbH;2020-09-14
Vinya E-Learning GmbH;2020-09-14
WIFI TOUCH UG (haftungsbeschränkt);2020-09-14
LawUp UG (haftungsbeschränkt);2020-09-12
lunchlist GmbH;2020-09-12
REX-N-HOB GmbH;2020-09-12
zamdo.io GmbH;2020-09-12
Carbon Farmed Solutions GmbH;2020-09-11
Carbon Markets GmbH;2020-09-11
Cryptotesters UG (haftungsbeschränkt);2020-09-11
CURAYA GmbH;2020-09-11
EHS Hinweisgebersystem GmbH;2020-09-11
FARMCYCLE GmbH;2020-09-11
Finomet GmbH;2020-09-11
Hans Ranke GmbH;2020-09-11
Kibou Games UG (haftungsbeschränkt);2020-09-11
PowerOn GmbH;2020-09-11
thing Virtual Facilitation Technologies GmbH;2020-09-11
valovo GmbH;2020-09-11
B.Lance UG (haftungsbeschränkt);2020-09-10
Endo Health GmbH;2020-09-10
figures.one GmbH;2020-09-10
lookaround GmbH;2020-09-10
Mocica GmbH;2020-09-10
RAPYD AI GmbH;2020-09-10
transactiv GmbH;2020-09-10
4.screen GmbH;2020-09-09
Apply Z GmbH;2020-09-09
GoTrial GmbH;2020-09-09
Hosteq UG (haftungsbeschränkt);2020-09-09
KEEQuant GmbH;2020-09-09
Papair GmbH;2020-09-09
Quantum Numerics AG;2020-09-09
Score & More UG (haftungsbeschränkt);2020-09-09
SES Technologies UG (haftungsbeschränkt);2020-09-09
Stadtgemüse UG (haftungsbeschränkt);2020-09-09
Traffical GmbH;2020-09-09
X Labs UG (haftungsbeschränkt);2020-09-09
Yugokraft GmbH;2020-09-09
ASB UG (haftungsbeschränkt);2020-09-08
COMVATO UG (haftungsbeschränkt);2020-09-08
enna systems GmbH;2020-09-08
Fanzone Media GmbH;2020-09-08
helfyi GmbH;2020-09-08
p.AI GmbH;2020-09-08
Policentransfer Versicherungslösungen GmbH;2020-09-08
spotd ventures GmbH;2020-09-08
Wanderfreund Trails UG (haftungsbeschränkt);2020-09-08
350PPM Biotech GmbH;2020-09-07
BioCV GmbH;2020-09-07
Bird Labs GmbH;2020-09-07
midge medical MPS GmbH;2020-09-07
Phaseform GmbH;2020-09-07
Talento Today Football GmbH;2020-09-07
Aixponic GmbH;2020-09-04
Cambrium GmbH;2020-09-04
Clipcentric GmbH;2020-09-04
comfort lifestyle GmbH;2020-09-04
donity UG (haftungsbeschränkt);2020-09-04
Hive Systems GmbH;2020-09-04
IA-Solutions GmbH Intelligent Automation;2020-09-04
Micaraa GmbH;2020-09-04
Upblock UG (haftungsbeschränkt);2020-09-04
Consilia Analytics GmbH;2020-09-03
Farmerscent GmbH;2020-09-03
HairApp UG (haftungsbeschränkt);2020-09-03
HighLash UG (haftungsbeschränkt);2020-09-03
Leadcard UG (haftungsbeschränkt);2020-09-03
MARU Technology GmbH;2020-09-03
MyHomely GmbH;2020-09-03
PSC GmbH;2020-09-03
Seneration GmbH;2020-09-03
SPINOGY GmbH;2020-09-03
SPYCD UP UG (haftungsbeschränkt);2020-09-03
Stryber Venture A UG (haftungsbeschränkt);2020-09-03
visionE GmbH;2020-09-03
Zenmieter GmbH;2020-09-03
Agua Menti GmbH;2020-09-02
DCM - Deutsche Cannabis Manufaktur UG (haftungsbeschränkt);2020-09-02
futureal UG (haftungsbeschränkt);2020-09-02
Hinterher GmbH;2020-09-02
H-Zwei-Systems UG (haftungsbeschränkt);2020-09-02
Insenso GmbH;2020-09-02
KI Trading Solutions UG (haftungsbeschränkt);2020-09-02
Locco GmbH;2020-09-02
mango solar UG (haftungsbeschränkt);2020-09-02
Morningsun Technology GmbH;2020-09-02
NUTRYS UG (haftungsbeschränkt);2020-09-02
Power Report Systems GmbH;2020-09-02
PROSION GmbH;2020-09-02
RCB Nanotechnologies GmbH;2020-09-02
SMELA GmbH;2020-09-02
Swaarm Tech GmbH;2020-09-02
Weloka Service GmbH;2020-09-02
2BCOM Space GmbH;2020-09-01
ABC Docs UG (haftungsbeschränkt);2020-09-01
Binaron GmbH;2020-09-01
CallYourStylist UG (haftungsbeschränkt);2020-09-01
Flip GmbH;2020-09-01
Loopa UG (haftungsbeschränkt);2020-09-01
NEOVE GmbH;2020-09-01
Process Diggers GmbH;2020-09-01
relayts UG (haftungsbeschränkt);2020-09-01
VIOGY UG (haftungsbeschränkt);2020-09-01
dNet UG (haftungsbeschränkt);2020-08-31
ECO₂NOMY GmbH;2020-08-31
forIoT GmbH;2020-08-31
Fynte Games GmbH;2020-08-31
Lead Revolution UG (haftungsbeschränkt);2020-08-31
Optimate GmbH;2020-08-31
ROB'E GmbH;2020-08-31
Syncreality GmbH;2020-08-31
thermal DRONES GmbH;2020-08-31
Trapping International Technology Systems UG (haftungsbeschränkt);2020-08-31
Trayls UG (haftungsbeschränkt);2020-08-31
uniqwork GmbH;2020-08-31
URGROW GmbH;2020-08-31
payactive GmbH;2020-08-29
aCVC, a Computer Vision Company UG (haftungsbeschränkt);2020-08-28
Avaa Verjus UG (haftungsbeschränkt);2020-08-28
Cirlo GmbH;2020-08-28
esaqa GmbH;2020-08-28
iZipper Kreuzberger Funkschieber GmbH;2020-08-28
Jack & Jane GmbH;2020-08-28
Lhotse Technologies GmbH;2020-08-28
Meiva GmbH;2020-08-28
Startupistan UG (haftungsbeschränkt);2020-08-28
Thermosphr EO Solutions GmbH;2020-08-28
Blu Analytics GmbH;2020-08-27
Buddy Network GmbH;2020-08-27
byfln UG (haftungsbeschränkt);2020-08-27
Chrono Games UG (haftungsbeschränkt);2020-08-27
digital-meets GmbH;2020-08-27
enlink GmbH;2020-08-27
fanbaze GmbH;2020-08-27
Grillo Operational Analytics UG (haftungsbeschränkt);2020-08-27
Imperium Drive UG (haftungsbeschränkt);2020-08-27
Möbelita GmbH;2020-08-27
Starpost 030 GmbH;2020-08-27
thinkAwesome GmbH;2020-08-27
WePack UG (haftungsbeschränkt);2020-08-27
Carré Mobility GmbH;2020-08-26
dido GmbH;2020-08-26
FLETEC GmbH;2020-08-26
Lomalab Technologies GmbH;2020-08-26
PsyTREE Digital Recreation GmbH;2020-08-26
SmartQ SYSTEMS GmbH;2020-08-26
Triphari GmbH;2020-08-26
Velosquito UG (haftungsbeschränkt);2020-08-26
Avatar Engines GmbH;2020-08-25
BetterClaimsSolutions UG (haftungsbeschränkt);2020-08-25
Efficiency Technology GmbH;2020-08-25
Finocate GmbH;2020-08-25
Forget X GmbH;2020-08-25
Pitao GmbH;2020-08-25
Sirius Music Communications GmbH;2020-08-25
Snooper UG (haftungsbeschränkt);2020-08-25
Snoopy Webservices UG (haftungsbeschränkt);2020-08-25
Syself UG (haftungsbeschränkt);2020-08-25
THE Backpackertrail Services UG (haftungsbeschränkt);2020-08-25
MUSILY UG (haftungsbeschränkt);2020-08-24
Naiked GmbH;2020-08-24
OHNE Products GmbH;2020-08-24
parApara Digital UG (haftungsbeschränkt);2020-08-24
PARKLAB Technologie GmbH;2020-08-24
Qlomb GmbH;2020-08-24
Refurbio GmbH;2020-08-24
Sphaira Medical GmbH;2020-08-24
VALU-X Systeme GmbH;2020-08-24
Mantik UG (haftungsbeschränkt);2020-08-22
NanoSciTec GmbH;2020-08-22
3DBIZZ UG (haftungsbeschränkt);2020-08-21
Aeroji GmbH;2020-08-21
ANTRIC GmbH;2020-08-21
Check and Work GmbH;2020-08-21
cogniBIT GmbH;2020-08-21
HIVEGEIST GmbH;2020-08-21
Leafer GmbH;2020-08-21
Lhotse Analytics GmbH;2020-08-21
Priwatt GmbH;2020-08-21
Pyramido GmbH;2020-08-21
Qminity UG (haftungsbeschränkt);2020-08-21
Sendify GmbH;2020-08-21
StartSteps Digital Education GmbH;2020-08-21
Weedonade UG (haftungsbeschränkt);2020-08-21
Aurora Gesundheit GmbH;2020-08-20
GinZeit GmbH;2020-08-20
MyBestFit UG (haftungsbeschränkt);2020-08-20
mySHOEFITTER GmbH;2020-08-20
Native Foods GmbH;2020-08-20
NorcSi GmbH;2020-08-20
Product& SW GmbH;2020-08-20
Showerplus Entwicklungs- und Vertriebsgesellschaft mbH;2020-08-20
VesselSens GmbH;2020-08-20
1000 Orks UG (haftungsbeschränkt);2020-08-19
AI:Effect UG (haftungsbeschränkt);2020-08-19
Airsiders GmbH;2020-08-19
Aplano GmbH;2020-08-19
CGN Esports GmbH;2020-08-19
EKGreenLabs UG (haftungsbeschränkt);2020-08-19
FoodWin GmbH;2020-08-19
Großjungig UG (haftungsbeschränkt);2020-08-19
HD Therapeutics GmbH;2020-08-19
mindamins UG (haftungsbeschränkt);2020-08-19
Pflanznest UG (haftungsbeschränkt);2020-08-19
placons GmbH;2020-08-19
Roombles GmbH;2020-08-19
Sumo GmbH;2020-08-19
TEERX Lifescience GmbH;2020-08-19
towebu GmbH;2020-08-19
WithIn Finance GmbH;2020-08-19
21done GmbH;2020-08-18
Booster Therapeutics GmbH;2020-08-18
DeeVisio UG (haftungsbeschränkt);2020-08-18
Doderm GmbH;2020-08-18
flapgrip GmbH;2020-08-18
LUVIS AI GmbH;2020-08-18
MicroPack3D GmbH;2020-08-18
NATCH Labs GmbH;2020-08-18
Wonderland GmbH;2020-08-18
Aulabari UG (haftungsbeschränkt);2020-08-17
Fairhealth GmbH;2020-08-17
free2pass GmbH;2020-08-17
FutureHy GmbH;2020-08-17
Gigs GmbH;2020-08-17
Infinity Maps GmbH;2020-08-17
Konfy Media GmbH;2020-08-17
Legal Analytics GmbH;2020-08-17
Liberteco GmbH;2020-08-17
Organic Food Studio UG (haftungsbeschränkt);2020-08-17
Platform 360 GmbH;2020-08-17
Vyoma GmbH;2020-08-17
Avoc Systems GmbH;2020-08-15
Codelos.io GmbH;2020-08-15
HQ Sports GmbH;2020-08-15
Accessum GmbH;2020-08-14
AVENYR GmbH;2020-08-14
CDL Therapeutics GmbH;2020-08-14
culture4life GmbH;2020-08-14
Fachkraft1 GmbH;2020-08-14
Multiplye UG (haftungsbeschränkt);2020-08-14
ValueWorks GmbH;2020-08-14
VestGames GmbH;2020-08-14
VIA.MENTO UG (haftungsbeschränkt);2020-08-14
Yucca Technologies GmbH;2020-08-14
ANAMOS GmbH;2020-08-13
Carealytix GmbH;2020-08-13
Ganzheitlich Hund GmbH;2020-08-13
glaucare GmbH;2020-08-13
kitanauten UG (haftungsbeschränkt);2020-08-13
Sanive UG (haftungsbeschränkt);2020-08-13
Treasurize GmbH;2020-08-13
Wipati GmbH;2020-08-13
WYZEWORX UG (haftungsbeschränkt);2020-08-13
Connect Real Global UG (haftungsbeschränkt);2020-08-12
Digital Trend Systems GmbH;2020-08-12
FINE Legal GmbH;2020-08-12
Instawerk GmbH;2020-08-12
Medipersona UG (haftungsbeschränkt);2020-08-12
MGS GmbH;2020-08-12
Rage Time Games UG (haftungsbeschränkt);2020-08-12
REVOL GmbH;2020-08-12
safeB Germany GmbH;2020-08-12
snaatch GmbH;2020-08-12
thDevices GmbH;2020-08-12
voho tech UG (haftungsbeschränkt);2020-08-12
yourFootprint UG (haftungsbeschränkt);2020-08-12
Birthy UG (haftungsbeschränkt);2020-08-11
PXL Vision (Deutschland) GmbH;2020-08-11
RMP-Tec GmbH;2020-08-11
SPAYT UG (haftungsbeschränkt);2020-08-11
Team Lieblings-Zahnarzt GmbH;2020-08-11
The Hairoine Company UG (haftungsbeschränkt);2020-08-11
VANDERER GmbH;2020-08-11
Waverley GmbH;2020-08-11
Wicked Cricket UG (haftungsbeschränkt);2020-08-11
Xinco GmbH;2020-08-11
Bossble UG (haftungsbeschränkt);2020-08-10
Energy Labs GmbH;2020-08-10
marta GmbH;2020-08-10
Pranosh Food UG (haftungsbeschränkt);2020-08-10
Streetmodel GmbH;2020-08-10
The Coleman Bottling Company UG (haftungsbeschränkt);2020-08-10
Augmented Science UG (haftungsbeschränkt);2020-08-07
Digital Fitness Solutions GmbH;2020-08-07
Exovision GmbH;2020-08-07
Fuchs & Habicht GmbH;2020-08-07
Get Your Sports GmbH;2020-08-07
Helferino UG (haftungsbeschränkt);2020-08-07
InVitroSys GmbH;2020-08-07
LYNQTECH GmbH;2020-08-07
Neo-Cosmetics UG (haftungsbeschränkt);2020-08-07
Schwarzenberg Commercial Solutions GmbH;2020-08-07
seedtrace GmbH;2020-08-07
Archigas GmbH;2020-08-06
botshelp GmbH;2020-08-06
Digital Spine GmbH;2020-08-06
Four-E Systems GmbH;2020-08-06
GREENFORCE FUTURE MEAT & FISH GmbH;2020-08-06
HelpSpace GmbH;2020-08-06
just-organic.com GmbH;2020-08-06
Mäuschen GmbH;2020-08-06
pass4all GmbH;2020-08-06
PhantomStack UG (haftungsbeschränkt);2020-08-06
RedNodeLabs UG (haftungsbeschränkt);2020-08-06
Saqura Technologies GmbH;2020-08-06
si:cross GmbH;2020-08-06
staybetter UG (haftungsbeschränkt);2020-08-06
wirbauen.digital GmbH;2020-08-06
Adrop GmbH;2020-08-05
Biga Software UG (haftungsbeschränkt);2020-08-05
CargoPay GmbH;2020-08-05
DiWeSo Digital Wellbeing Solutions UG (haftungsbeschränkt);2020-08-05
FoodAlley GmbH;2020-08-05
Halping Hand UG (haftungsbeschränkt);2020-08-05
Infinite Spring GmbH;2020-08-05
Midaia GmbH;2020-08-05
Voycer Digital GmbH;2020-08-05
Yammbits GmbH;2020-08-05
Ca-Sa Product GmbH;2020-08-04
cmmrcl.ly GmbH;2020-08-04
deDataLabs UG (haftungsbeschränkt);2020-08-04
DRINI GmbH;2020-08-04
DutyFreak GmbH;2020-08-04
Kranus Health GmbH;2020-08-04
Rhing GmbH;2020-08-04
Scanlike UG (haftungsbeschränkt);2020-08-04
Soulhouse GmbH;2020-08-04
Steppenstrolch GmbH;2020-08-04
Summerswell UG (haftungsbeschränkt);2020-08-04
Twin Drums UG (haftungsbeschränkt);2020-08-04
Casablanca.Al GmbH;2020-08-03
Harvest AI GmbH;2020-08-03
Idea-ly UG (haftungsbeschränkt);2020-08-03
Manuyoo GmbH;2020-08-03
muVaP GmbH;2020-08-03
Rocket Science Legal UG (haftungsbeschränkt);2020-08-03
SHPP GmbH;2020-08-03
space one GmbH;2020-08-03
Superlist Software GmbH;2020-08-03
supersensory GmbH;2020-08-03
TeamAmega GmbH;2020-08-03
Tokenfabrik UG (haftungsbeschränkt);2020-08-03
8Things GmbH;2020-08-02
CoCloud GmbH;2020-08-02
Happy Ocean Foods GmbH;2020-08-01
JUNE GmbH;2020-08-01
kicam GmbH;2020-07-31
meddever UG (haftungsbeschränkt);2020-07-31
Nution GmbH;2020-07-31
OfficeChefs UG (haftungsbeschränkt);2020-07-31
Pala Health GmbH;2020-07-31
planlos.in UG (haftungsbeschränkt);2020-07-31
Streavent UG (haftungsbeschränkt);2020-07-31
3SSENTIA UG (haftungsbeschränkt);2020-07-30
DECHEA GmbH;2020-07-30
EPIQure GmbH;2020-07-30
FarmAct GmbH;2020-07-30
MLJP UG (haftungsbeschränkt);2020-07-30
MXP Prime Platform GmbH;2020-07-30
Petcare Solutions GmbH;2020-07-30
SCOX Technologies GmbH;2020-07-30
SiPearl GmbH;2020-07-30
Twinwin GmbH;2020-07-30
abiturlernen.de GmbH;2020-07-29
Hello Jack GmbH;2020-07-29
linqi GmbH;2020-07-29
Matestack GmbH;2020-07-29
New Natural GmbH;2020-07-29
Pflanzpaket UG (haftungsbeschränkt);2020-07-29
phaseinvest GmbH;2020-07-29
Selfpost UG (haftungsbeschränkt);2020-07-29
United Pages UG (haftungsbeschränkt);2020-07-29
Vertrical GmbH;2020-07-29
XVentum GmbH;2020-07-29
brAIn-cloud AI GmbH;2020-07-28
Conrendi UG (haftungsbeschränkt);2020-07-28
DueDash Capital Networks GmbH;2020-07-28
Future Stories GmbH;2020-07-28
Leviee GmbH;2020-07-28
Oh My Biome GmbH;2020-07-28
PG Beauty GmbH;2020-07-28
PLANT BASED POWER GmbH;2020-07-28
SmartNanotubes Technologies GmbH;2020-07-28
Sova Nutrition GmbH;2020-07-28
u1Learning UG (haftungsbeschränkt);2020-07-28
waas GmbH;2020-07-28
Blockwatch Labs GmbH;2020-07-27
easystart24 GmbH;2020-07-27
Ferrum Finance GmbH;2020-07-27
Homeseat UG (haftungsbeschränkt);2020-07-27
International Dairy Data Exchange Network (IDDEN) GmbH;2020-07-27
LiVA Power Management Systems GmbH;2020-07-27
PepMed9 UG (haftungsbeschränkt);2020-07-27
playconda GmbH;2020-07-27
POWAFOOD GmbH;2020-07-27
Werock Technologies GmbH;2020-07-27
Marketplace Powerbrands GmbH;2020-07-25
MilkScout GmbH;2020-07-25
Snke OS GmbH;2020-07-25
BEL BioEnergieLand GmbH;2020-07-24
fleksa GmbH;2020-07-24
Green Collective GmbH;2020-07-24
Green Mobility Holding GmbH;2020-07-24
HSW Syndicate UG (haftungsbeschränkt);2020-07-24
Klar Insights GmbH;2020-07-24
Palithera UG (haftungsbeschränkt);2020-07-24
Revotion GmbH;2020-07-24
SPACE MAN GmbH;2020-07-24
Unolog.in UG (haftungsbeschränkt);2020-07-24
U-PAX GmbH;2020-07-24
Velox TopCo GmbH;2020-07-24
Viez & Töchter GmbH;2020-07-24
Windbuoyy Energy GmbH;2020-07-24
ArtAgro GmbH;2020-07-23
Bodyshake GmbH;2020-07-23
CareLove GmbH;2020-07-23
dave - company cloud GmbH;2020-07-23
GHT - German Health Tech GmbH;2020-07-23
KILLWATT GmbH;2020-07-23
kopplr GmbH;2020-07-23
mykraut GmbH;2020-07-23
NeuralRays AI Europe GmbH;2020-07-23
Pretty Cheeky UG (haftungsbeschränkt);2020-07-23
sellmob UG (haftungsbeschränkt);2020-07-23
Servsport GmbH;2020-07-23
Stethoglove GmbH;2020-07-23
Unmilk GmbH;2020-07-23
ARE23 GmbH;2020-07-22
Bruda GmbH;2020-07-22
Cargonator GmbH;2020-07-22
Compounder GmbH;2020-07-22
Darfichrein GmbH;2020-07-22
Goodmoon GmbH;2020-07-22
GovMind GmbH;2020-07-22
husplus GmbH;2020-07-22
INOVA Protein GmbH;2020-07-22
Koleido UG (haftungsbeschränkt);2020-07-22
konektilo UG (haftungsbeschränkt);2020-07-22
Memberspot GmbH;2020-07-22
Producer Media UG (haftungsbeschränkt);2020-07-22
Profy Haustechnik GmbH;2020-07-22
SeaTable GmbH;2020-07-22
Thetaspace GmbH;2020-07-22
truemorrow GmbH;2020-07-22
codevance software development GmbH;2020-07-21
Hanfgeflüster GmbH;2020-07-21
HappyGlam GmbH;2020-07-21
JPK Investment Software Solution GmbH;2020-07-21
La Base GmbH;2020-07-21
Lab Drinks GmbH;2020-07-21
Lasa Legal Tech UG (haftungsbeschränkt);2020-07-21
Liquiditeam GmbH;2020-07-21
Pfeffer & Frost GmbH;2020-07-21
WorkMotion Software GmbH;2020-07-21
Zeitgeist GmbH;2020-07-21
Akount GmbH;2020-07-20
blocal UG (haftungsbeschränkt);2020-07-20
CAP2 GmbH;2020-07-20
Crowdwave UG (haftungsbeschränkt);2020-07-20
Fabrikator IO Information Technologies UG (haftungsbeschränkt);2020-07-20
MIP Technology GmbH;2020-07-20
RELONEE GmbH;2020-07-20
Upbore GmbH;2020-07-20
Vansah UG (haftungsbeschränkt);2020-07-20
Sustainable Data Technologies GmbH;2020-07-18
