startup_id;startup_name;date_incorporated;register_identification_number;register;startup_location;startup_industry;startup_website;LinkedIn;;
startup_3749;AVA Laundry Systems GmbH;2020-11-13;HRB 121034;Frankfurt am Main;Frankfurt am Main;eCommerce;;;3749;
startup_3750;BetterTogether Ventures GmbH;2020-11-13;HRB 223039 B;Charlottenburg (Berlin);Berlin;Software;;;3750;
startup_3751;Loopline Systems GmbH;2020-11-13;HRB 223031 B;Charlottenburg (Berlin);Berlin;Personal;https://www.loopline-systems.com/;;3751;
startup_3752;Plus 360 Degrees GmbH;2020-11-13;HRB 223016 B;Charlottenburg (Berlin);Berlin;Software;http://plus360degrees.com/;https://www.linkedin.com/company/plus-360-degrees/about/;3752;
startup_3753;RCHBL GmbH;2020-11-13;HRB 223036 B;Charlottenburg (Berlin);Berlin;Software;https://www.reachabl.com/;;3753;
startup_3754;SCALARA GmbH;2020-11-13;HRB 103644;Köln;Brühl;Immobilien;https://scalara.de/;https://www.linkedin.com/company/scalara/;3754;
startup_3755;Spaceteams GmbH;2020-11-13;HRB 165588;Hamburg;Hamburg;Software;https://www.spaceteams.de/;;3755;
startup_3756;TCC The Care Company GmbH;2020-11-13;HRB 15201;Bad Homburg;Bad Homburg v. d. Höhe;Medizin;https://thecarecompany.org;;3756;
startup_3757;Volateq GmbH;2020-11-13;HRB 91514;Düsseldorf;Hilden;Energie;https://www.volateq.de/;https://www.linkedin.com/company/volateq-de/;3757;
startup_3758;23 Technologies GmbH;2020-11-12;HRB 776151;Stuttgart;Stuttgart;Software;https://www.23technologies.cloud/;;3758;
startup_3759;3D Ninjas GmbH;2020-11-12;HRB 220725;Hannover;Hannover;Software;https://3dn.cloud/;https://www.linkedin.com/company/3dninjas/about/;3759;
startup_3760;Becomsolut UG (haftungsbeschränkt);2020-11-12;HRB 14797;Paderborn;Salzkotten;Software;http://becomsolut.com/;;3760;
startup_3761;Berlin Sports Solutions GmbH;2020-11-12;HRB 222995 B;Charlottenburg (Berlin);Berlin;Sport;https://ropetastic.com/;;3761;
startup_3762;BrickBite GmbH;2020-11-12;HRB 222977 B;Charlottenburg (Berlin);Berlin;Immobilien;http://www.brickbite.de/;https://www.linkedin.com/company/brickbite/;3762;
startup_3763;FileScan GmbH;2020-11-12;HRB 165542;Hamburg;Hamburg;Software;https://filescan.com;;3763;
startup_3764;Joavina UG (haftungsbeschränkt);2020-11-12;HRB 165543;Hamburg;Hamburg;eCommerce;https://joavina.com/;;3764;
startup_3765;LComply UG (haftungsbeschränkt);2020-11-12;HRB 205563;Aurich;Neuschoo;Rechtsberatung;http://www.lcomply.de/;;3765;
startup_3766;MentalAid UG (haftungsbeschränkt);2020-11-12;HRB 517509;Jena;Erfurt;Dienstleistung;https://mentalaid.me/;;3766;
startup_3767;nearU GmbH;2020-11-12;HRB 740992;Ulm;Ravensburg;Software;https://nearu.eu/;https://www.linkedin.com/company/nearu-gmbh/;3767;
startup_3768;QUIN Finance Technology Software GmbH;2020-11-12;HRB 208329;Tostedt;Zeven;Finanzbereich;;;3768;
startup_3769;vc quadrat GmbH;2020-11-12;HRB 18973;Münster;Münster;Rechtsberatung;;;3769;
startup_3770;wazzl GmbH;2020-11-12;HRB 7349;Ansbach;Wörnitz;eCommerce;https://wazzl.de/;;3770;
startup_3771;Amamaxa GmbH;2020-11-11;HRB 222839 B;Charlottenburg (Berlin);Berlin;Mobilität;https://www.getyourclassic.com/;;3771;
startup_3772;Gatsby Gin GmbH;2020-11-11;HRB 165513;Hamburg;Hamburg;Lebensmittel;http://gatsby-gin.de/;;3772;
startup_3773;Hejdu GmbH;2020-11-11;HRB 222883 B;Charlottenburg (Berlin);Berlin;eCommerce;https://hejdu.com;;3773;
startup_3774;NULLCOZWEI GmbH;2020-11-11;HRB 222896 B;Charlottenburg (Berlin);Berlin;Energie;http://nullcozwei.de/;;3774;
startup_3775;Origin.bio GmbH;2020-11-11;HRB 260725;München;Planegg;Industrie;http://origin.bio/;;3775;
startup_3776;Socketbutler GmbH;2020-11-11;HRB 165533;Hamburg;Hamburg;Hardware;https://www.socket-butler.de;;3776;
startup_3777;TieTalent GmbH;2020-11-11;HRB 776143;Stuttgart;Stuttgart;Personal;https://tietalent.com/;https://www.linkedin.com/company/tietalent/;3777;
startup_3778;AIMS Technology UG (haftungsbeschränkt);2020-11-10;HRB 222851 B;Charlottenburg (Berlin);Berlin;Software;http://aims-technology.de/;;3778;
startup_3779;Authory GmbH;2020-11-10;HRB 34531 P;Potsdam;Zossen;Medien;https://authory.com/;;3779;
startup_3780;Doppelpass Digital GmbH;2020-11-10;HRB 31182;Wuppertal;Solingen;Sport;https://www.doppelpass.digital/;https://www.linkedin.com/company/doppelpassdigital-ug/;3780;
startup_3781;Finexplorer UG (haftungsbeschränkt);2020-11-10;HRB 260661;München;München;Finanzbereich;https://www.exploradorfinanciero.com;;3781;
startup_3782;FLEXeCHARGE GmbH;2020-11-10;HRB 14530 FL;Flensburg;Erwitte;Mobilität;https://flexecharge.com/;;3782;
startup_3783;HYBR Games GmbH;2020-11-10;HRB 40647;Dresden;Dresden;Gaming;https://hybr.co/;https://www.linkedin.com/company/hybr-games/;3783;
startup_3784;IMTI Enterprises GmbH;2020-11-10;HRB 91464;Düsseldorf;Düsseldorf;Bauwesen;;;3784;
startup_3785;NODE Robotics GmbH;2020-11-10;HRB 776127;Stuttgart;Leinfelden-Echterdingen;Logistik;https://www.node-robotics.com/;https://www.linkedin.com/company/node-robotics/;3785;
startup_3786;ooohne GmbH;2020-11-10;HRB 19656;Münster;Telgte;eCommerce;https://ooohne.de/;https://www.linkedin.com/company/ooohne/;3786;
startup_3787;Pawhero UG (haftungsbeschränkt);2020-11-10;HRB 222857 B;Charlottenburg (Berlin);Berlin;Software;http://pawhero.de/;;3787;
startup_3788;Premium Mounting Technologies Holding GmbH;2020-11-10;HRB 7295;Bayreuth;Stadtsteinach;Energie;https://www.pmt.solutions/de/;;3788;
startup_3789;Quantum Brilliance GmbH;2020-11-10;HRB 260643;München;Stuttgart;Hardware;https://quantumbrilliance.com/;;3789;
startup_3790;Relivery GmbH;2020-11-10;HRB 222835 B;Charlottenburg (Berlin);Berlin;Logistik;https://relivery.de/;https://www.linkedin.com/company/relivery-berlin/;3790;
startup_3791;Spenoki Solutions GmbH;2020-11-10;HRB 260682;München;Holzkirchen;Umwelttechnologie;https://www.spenoki.de/;https://www.linkedin.com/company/spenoki/;3791;
startup_3792;TINY Technologies GmbH;2020-11-10;HRB 165511;Hamburg;Hamburg;Medizin;https://tiny-technologies.com/;https://www.linkedin.com/company/tiny-technologies/;3792;
startup_3793;VimCash GmbH;2020-11-10;HRB 517498;Jena;Schmalkalden;Rechtsberatung;https://vimcash.net/;;3793;
startup_3794;Weflow GmbH;2020-11-10;HRB 222865 B;Charlottenburg (Berlin);Berlin;Software;http://www.supercam.io/;https://www.linkedin.com/company/super-cam/;3794;
startup_3795;B//NU PERFORMANCE GmbH;2020-11-09;HRB 776094;Stuttgart;Vaihingen an der Enz;Lebensmittel;https://b-nu.de;https://www.linkedin.com/company/b-nu-performance-gmbh/;3795;
startup_3796;Brötchen.app Germany GmbH;2020-11-09;HRB 10122;Lemgo;Leopoldshöhe;Lebensmittel;https://broetchen.app/;;3796;
startup_3797;CT battery GmbH;2020-11-09;HRB 776104;Stuttgart;Stuttgart;Mobilität;http://www.ctc-battery.com;https://www.linkedin.com/company/ctc-battery-technology-gmbh/;3797;
startup_3798;D10Labs UG (haftungsbeschränkt);2020-11-09;HRB 91463;Düsseldorf;Düsseldorf;Personal;https://d10labs.com/;https://www.linkedin.com/company/d10labs/;3798;
startup_3799;Femmetech UG (haftungsbeschränkt);2020-11-09;HRB 222404 B;Charlottenburg (Berlin);Berlin;eCommerce;;;3799;
startup_3800;Healthtech Ventures GmbH;2020-11-09;HRB 171286;Hamburg;Hamburg;Medizin;https://prio-one.de/;https://www.linkedin.com/company/healthtechventures/;3800;
startup_3801;Holy Energy GmbH;2020-11-09;HRB 222782 B;Charlottenburg (Berlin);Berlin;Lebensmittel;https://holyenergy.de/;;3801;
startup_3802;Hydro-Generation GmbH;2020-11-09;HRB 13035;Steinfurt;Rheine;Energie;http://www.hydro-genius.de;;3802;
startup_3803;JobSwop.io UG (haftungsbeschränkt);2020-11-09;HRB 33550;Chemnitz;Chemnitz;Personal;https://jobswop.io/;;3803;
startup_3804;Mobile Healthcare Solutions GmbH;2020-11-09;HRB 23430 KI;Kiel;Bad Bramstedt;Medizin;https://casc-health.com/;;3804;
startup_3805;Rocket Fitness GmbH;2020-11-09;HRB 776096;Stuttgart;Bad Rappenau;Sport;https://bizzlatic.com/;;3805;
startup_3806;Theion GmbH;2020-11-09;HRB 222769 B;Charlottenburg (Berlin);Berlin;Energie;https://www.theion.de/;https://www.linkedin.com/company/theion-batteries/;3806;
startup_3807;VARMT UG (haftungsbeschränkt);2020-11-09;HRB 222771 B;Charlottenburg (Berlin);Berlin;eCommerce;http://varmt.de/;;3807;
startup_3808;AGFS Invest Berlin GmbH;2020-11-06;HRB 222735 B;Charlottenburg (Berlin);Berlin;eCommerce;https://www.caresoap.de/;;3808;
startup_3809;Cloud Recruiting Solutions GmbH;2020-11-06;HRB 33476;Duisburg;Wesel;Personal;https://crs-software.de/;;3809;
startup_3810;evos GmbH;2020-11-06;HRB 25327;Aachen;Würselen;Medizin;https://www.evos.de/offline;;3810;
startup_3811;ONIQ GmbH;2020-11-06;HRB 103580;Köln;Köln;Industrie;https://www.oniq.com;;3811;
startup_3812;Onstruc UG (haftungsbeschränkt);2020-11-06;HRB 222742 B;Charlottenburg (Berlin);Berlin;Bauwesen;https://onstruc.com/;https://www.linkedin.com/company/onstruc/;3812;
startup_3813;Orthomolecular Beauty Science GmbH;2020-11-06;HRB 91445;Düsseldorf;Düsseldorf;eCommerce;https://shop.drjenniferpeters.com/;;3813;
startup_3814;Pinthera PPI UG (haftungsbeschränkt);2020-11-06;HRB 222753 B;Charlottenburg (Berlin);Berlin;Medizin;;;3814;
startup_3815;Take a Garden UG (haftungsbeschränkt);2020-11-06;HRB 208789;Braunschweig;Wolfenbüttel;Immobilien;https://take-a-garden.de/;https://www.linkedin.com/company/take-a-garden/;3815;
startup_3816;tasting.de GmbH;2020-11-06;HRB 91447;Düsseldorf;Monheim am Rhein;Lebensmittel;https://www.tasting.de/;https://www.linkedin.com/company/tasting-de/;3816;
startup_3817;testathome UG (haftungsbeschränkt);2020-11-06;HRB 222751 B;Charlottenburg (Berlin);Berlin;Werbung;http://testathome.com/;https://www.linkedin.com/company/testathome/;3817;
startup_3818;ToolQuest UG (haftungsbeschränkt);2020-11-06;HRB 776092;Stuttgart;Kirchheim unter Teck;eCommerce;https://www.toolquest.de/;;3818;
startup_3819;Apinima GmbH;2020-11-05;HRB 40627;Dresden;Dresden;eCommerce;https://apinima.de/;https://www.linkedin.com/company/apinima-gmbh/;3819;
startup_3820;Event is coming home GmbH;2020-11-05;HRB 260601;München;München;eCommerce;https://event-is-coming-home.com/;;3820;
startup_3821;GreenCircle GmbH;2020-11-05;HRB 222697 B;Charlottenburg (Berlin);Berlin;Logistik;https://green-circle.co/;https://www.linkedin.com/company/greencircle-delivery/;3821;
startup_3822;Home Search GmbH;2020-11-05;HRB 91439;Düsseldorf;Düsseldorf;Dienstleistung;;;3822;
startup_3823;Legalnaut UG (haftungsbeschränkt);2020-11-05;HRB 165424;Hamburg;Hamburg;Bildung;https://legalnaut.de/;;3823;
startup_3824;MAXImolding! Technology GmbH;2020-11-05;HRB 29287;Traunstein;Siegsdorf;Industrie;https://www.maxi-molding.com/;;3824;
startup_3825;MessageFlow.com GmbH;2020-11-05;HRB 222722 B;Charlottenburg (Berlin);Berlin;Werbung;http://messageflow.com/;;3825;
startup_3826;Perla Health GmbH;2020-11-05;HRB 222712 B;Charlottenburg (Berlin);Berlin;eCommerce;https://mine-only.com/;;3826;
startup_3827;Superlunary Products GmbH;2020-11-05;HRB 165423;Hamburg;Hamburg;eCommerce;http://superlunary.de/;;3827;
startup_3828;Total Fansports GmbH;2020-11-05;HRB 45230;Wittlich;Saarburg;Sport;https://www.vereinsticket.de/;https://www.linkedin.com/company/total-fansports-gmbh/;3828;
startup_3829;Aitaro GmbH;2020-11-04;HRB 260550;München;München;Dienstleistung;https://www.aitaro.de/;https://www.linkedin.com/company/aitaro/;3829;
startup_3830;Breaklounge GmbH;2020-11-04;HRB 738021;Mannheim;Waldbronn;Personal;https://breaklounge.de/;https://www.linkedin.com/company/breaklounge/;3830;
startup_3831;Carlo & Friends GmbH;2020-11-04;HRB 165409;Hamburg;Hamburg;Bildung;https://www.carloandfriends.de/;;3831;
startup_3832;Grace Cloud GmbH;2020-11-04;HRB 517475;Jena;Geratal OT Geschwenda;Bildung;https://www.grace.cloud/;;3832;
startup_3833;GRUNDSTEINe GmbH;2020-11-04;HRB 776050;Stuttgart;Stuttgart;Werbung;;;3833;
startup_3834;Heyday Technologies GmbH;2020-11-04;HRB 222679 B;Charlottenburg (Berlin);Berlin;Personal;https://www.heydaypeople.com;;3834;
startup_3835;INLOCAL GmbH;2020-11-04;HRB 6222;Hof;Hof;Tourismus;https://inlocal.app/;;3835;
startup_3836;JustPlay GmbH;2020-11-04;HRB 222659 B;Charlottenburg (Berlin);Berlin;Gaming;https://www.justplayapps.com/;;3836;
startup_3837;LIPA Digital Labs GmbH;2020-11-04;HRB 34518 P;Potsdam;Potsdam;Dienstleistung;https://lipalabs.de/;;3837;
startup_3838;LYNX 37 GmbH;2020-11-04;HRB 27681;Koblenz;Koblenz;eCommerce;http://www.lynx.de;;3838;
startup_3839;PeanutPay GmbH;2020-11-04;HRB 33543;Chemnitz;Oederan OT Breitenau;Finanzbereich;https://peanutpay.de/;;3839;
startup_3840;Pixel Photonics GmbH;2020-11-04;HRB 18959;Münster;Münster;Hardware;http://www.pixelphotonics.com/;https://www.linkedin.com/company/pixelphotonics/;3840;
startup_3841;SAM-DIMENSION UG (haftungsbeschränkt);2020-11-04;HRB 776057;Stuttgart;Stuttgart;Landwirtschaft;https://www.sam-dimension.com/;https://www.linkedin.com/company/sam-dimension/;3841;
startup_3842;Sonet GmbH;2020-11-04;HRB 222627 B;Charlottenburg (Berlin);Berlin;Blockchain / Crypto;;;3842;
startup_3843;The Good Cobs GmbH;2020-11-04;HRB 222655 B;Charlottenburg (Berlin);Berlin;eCommerce;;;3843;
startup_3844;Unifai GmbH;2020-11-04;HRB 260524;München;Grünwald;Tourismus;https://www.fino-found.com/;;3844;
startup_3845;Vantcode UG (haftungsbeschränkt);2020-11-04;HRB 222681 B;Charlottenburg (Berlin);Berlin;Software;https://hyperbell.de/;;3845;
startup_3846;binda UG (haftungsbeschränkt);2020-11-03;HRB 18956;Münster;Münster;Tourismus;https://binda.one/;;3846;
startup_3847;Coyooco GmbH;2020-11-03;HRB 738016;Mannheim;Mannheim;eCommerce;https://www.coyooco.de/;https://www.linkedin.com/company/coyooco-ug/;3847;
startup_3848;Eikonist GmbH;2020-11-03;HRB 32124;Wiesbaden;Mainz-Kostheim;Medien;https://eikonist.com/;https://www.linkedin.com/company/eikonist/;3848;
startup_3849;EntoSys GmbH;2020-11-03;HRB 36171 HB;Bremen;Bremen;Landwirtschaft;;;3849;
startup_3850;IFOX Systems GmbH;2020-11-03;HRB 12328;Landshut;Landshut;Software;https://www.ifox-systems.de/;https://www.linkedin.com/company/ifox-systems/;3850;
startup_3851;Kickass Sports GmbH;2020-11-03;HRB 737995;Mannheim;Neckargemünd;Sport;https://kickasssports.de/;https://www.linkedin.com/company/kickass-sports/;3851;
startup_3852;LeadKraken GmbH;2020-11-03;HRB 10650;Königstein;Königstein im Taunus;Werbung;https://leadkraken.de;https://www.linkedin.com/company/leadkraken/;3852;
startup_3853;Maecenarts UG (haftungsbeschränkt);2020-11-03;HRB 222605 B;Charlottenburg (Berlin);Berlin;eCommerce;https://www.maecenarte.com/;;3853;
startup_3854;Mindroid UG (haftungsbeschränkt);2020-11-03;HRB 32316;Dortmund;Werne;Dienstleistung;https://www.mindroid.de/;;3854;
startup_3855;Neurorithms UG (haftungsbeschränkt);2020-11-03;HRB 260497;München;Altdorf;Finanzbereich;https://www.shareadvisor.io/;https://www.linkedin.com/company/share-advisor/about/;3855;
startup_3856;SADEY UG (haftungsbeschränkt);2020-11-03;HRB 222616 B;Charlottenburg (Berlin);Berlin;Software;http://sadey.de/;;3856;
startup_3857;Safesim UG (haftungsbeschränkt);2020-11-03;HRB 29012;Stendal;Magdeburg;Bildung;https://vrsafe.de/;;3857;
startup_3858;tshakka GmbH;2020-11-03;HRB 34530 P;Potsdam;Falkensee;Medien;https://www.tshakka.com/;https://www.linkedin.com/company/tshakka/;3858;
startup_3859;Wyldr Food UG (haftungsbeschränkt);2020-11-03;HRB 222601 B;Charlottenburg (Berlin);Berlin;Lebensmittel;https://www.wyldr.de/;;3859;
startup_3860;Zohm Control GmbH;2020-11-03;HRB 38185;Nürnberg;Schwabach;Industrie;https://www.zohm-control.com/;;3860;
startup_3861;KH Biotechnology UG (haftungsbeschränkt);2020-11-02;HRB 165356;Hamburg;Hamburg;Medizin;https://kh-biotechnology.com/;;3861;
startup_3862;LANA Commerce UG (haftungsbeschränkt);2020-11-02;HRB 222574 B;Charlottenburg (Berlin);Berlin;eCommerce;;;3862;
startup_3863;Neotes GmbH;2020-11-02;HRB 222575 B;Charlottenburg (Berlin);Berlin;Medizin;https://neotes.care;https://www.linkedin.com/company/neotes-gmbh/;3863;
startup_3864;nFRONTIER GmbH;2020-11-02;HRB 222578 B;Charlottenburg (Berlin);Berlin;Dienstleistung;https://nfrontier.de/;https://www.linkedin.com/company/nfrontier/;3864;
startup_3865;RR Technologies GmbH;2020-11-02;HRB 222584 B;Charlottenburg (Berlin);Berlin;Medizin;;;3865;
startup_3866;Sethealth GmbH;2020-11-02;HRB 222579 B;Charlottenburg (Berlin);Berlin;Medizin;https://set.health/;;3866;
startup_3867;smartdings GmbH;2020-11-02;HRB 776035;Stuttgart;Korntal-Münchingen;Werbung;https://www.easyvis.io/;https://www.linkedin.com/company/smartdings/;3867;
startup_3868;SYNTINELS GmbH;2020-11-02;HRB 18954;Münster;Münster;Werbung;https://sales2b.io/;https://www.linkedin.com/company/salestwob/;3868;
startup_3869;THNG GmbH;2020-11-02;HRB 776024;Stuttgart;Leonberg;Software;https://www.thng.de/;https://www.linkedin.com/company/thng/;3869;
startup_3870;Tyccus UG (haftungsbeschränkt);2020-11-02;HRB 18269 FF;Frankfurt/Oder;Ahrensfelde;eCommerce;https://www.tyccus.com/;;3870;
startup_3871;luftding GmbH;2020-10-31;HRB 38181;Nürnberg;Nürnberg;Hardware;https://luftding.com/;;3871;
startup_3872;ShootShare GmbH;2020-10-31;HRB 15805;Aschaffenburg;Frankfurt am Main;Werbung;https://www.shootshare.co/;https://www.linkedin.com/company/shootsharetech/;3872;
startup_3873;The Plant Magic Company GmbH;2020-10-31;HRB 260476;München;München;Lebensmittel;https://www.theplantmagic.co/;https://www.linkedin.com/company/the-plant-magic-co/about/;3873;
startup_3874;AKmira optronics GmbH;2020-10-30;HRB 34496 P;Potsdam;Potsdam;Medizin;http://akmira-optronics.com/;;3874;
startup_3875;Trace-App UG (haftungsbeschränkt);2020-10-30;HRB 222542 B;Charlottenburg (Berlin);Berlin;Finanzbereich;https://www.trace-app.de/;;3875;
startup_3876;Access All Areas STND UG (haftungsbeschränkt);2020-10-29;HRB 222518 B;Charlottenburg (Berlin);Berlin;Software;http://www.access-all-areas.io;;3876;
startup_3877;Ancora.ai Germany GmbH;2020-10-29;HRB 222484 B;Charlottenburg (Berlin);Berlin;Medizin;https://www.ancora.ai/;https://www.linkedin.com/company/ancora-ai/;3877;
startup_3878;Carbon Instead UG (haftungsbeschränkt);2020-10-29;HRB 222511 B;Charlottenburg (Berlin);Berlin;Bauwesen;http://carboninstead.de/;https://www.linkedin.com/company/carbon-instead/;3878;
startup_3879;Framework Robotics GmbH;2020-10-29;HRB 15088;Rostock;Rostock;Industrie;https://fw-robotics.de;https://www.linkedin.com/company/fw-robotics/;3879;
startup_3880;Frischepost München GmbH;2020-10-29;HRB 260400;München;Unterföhring;Lebensmittel;https://muenchen.frischepost.de/;https://www.linkedin.com/company/frischepost/;3880;
startup_3881;fyrfeed GmbH;2020-10-29;HRB 222486 B;Charlottenburg (Berlin);Berlin;Werbung;https://winstate.io/;https://www.linkedin.com/company/fyrfeed/;3881;
startup_3882;GetFaster GmbH;2020-10-29;HRB 91386;Düsseldorf;Düsseldorf;Lebensmittel;https://getfaster.io/;;3882;
startup_3883;GlobalDancer UG (haftungsbeschränkt);2020-10-29;HRB 260416;München;München;Sport;http://globaldancer.de/;;3883;
startup_3884;haas - happiness as a service UG (haftungsbeschränkt);2020-10-29;HRB 737963;Mannheim;Karlsruhe;eCommerce;https://haas.live/;https://www.linkedin.com/company/haas-happiness-as-a-service/;3884;
startup_3885;ImmunometriX UG (haftungsbeschränkt);2020-10-29;HRB 222434 B;Charlottenburg (Berlin);Berlin;Medizin;https://immunometrix.de/;;3885;
startup_3886;Integrative Medicine Easy UG (haftungsbeschränkt);2020-10-29;HRB 222523 B;Charlottenburg (Berlin);Berlin;Medizin;;;3886;
startup_3887;LexMentis UG (haftungsbeschränkt);2020-10-29;HRB 222495 B;Charlottenburg (Berlin);Berlin;Rechtsberatung;https://schummelrechnungen.de/;;3887;
startup_3888;ontrabo GmbH;2020-10-29;HRB 24185;Aachen;Aachen;Mobilität;https://ontrabo.de/;;3888;
startup_3889;RELOAD Motors GmbH;2020-10-29;HRB 235030 B;Charlottenburg (Berlin);Berlin;Mobilität;https://www.reloadmotors.com/;https://www.linkedin.com/company/reload-motors-gmbh/;3889;
startup_3890;SimpleJOB GmbH;2020-10-29;HRB 103504;Köln;Köln;Personal;https://www.simple-job.de/;https://www.linkedin.com/company/simple-job/;3890;
startup_3891;Sustainable Change Labs UG (haftungsbeschränkt);2020-10-29;HRB 36154 HB;Bremen;Bremen;Umwelttechnologie;https://www.klimakarl.de/;https://www.linkedin.com/company/klimakarl/;3891;
startup_3892;telmedicon GmbH;2020-10-29;HRB 222505 B;Charlottenburg (Berlin);Bad Oeynhausen;Medizin;https://www.telmedicon.de;;3892;
